id,percentage_column,bst_time,day_of_week,current_date_bst,temperature,humidity,chance_of_rain,wind
71,9,506,6,2024-09-01,15,79,32,16
72,14,526,6,2024-09-01,16,79,36,16
73,12,546,6,2024-09-01,16,79,36,16
74,14,565,6,2024-09-01,16,78,48,16
75,15,585,6,2024-09-01,16,77,49,16
76,12,606,6,2024-09-01,16,77,30,17
77,15,626,6,2024-09-01,16,77,30,17
78,17,645,6,2024-09-01,16,77,30,17
79,18,665,6,2024-09-01,16,77,30,17
80,18,685,6,2024-09-01,16,78,24,17
81,15,705,6,2024-09-01,16,78,30,17
82,15,726,6,2024-09-01,16,78,24,17
83,9,745,6,2024-09-01,15,79,22,16
84,11,765,6,2024-09-01,15,79,22,16
85,8,786,6,2024-09-01,16,80,21,16
86,10,805,6,2024-09-01,15,82,16,14
87,12,826,6,2024-09-01,15,81,16,14
88,10,846,6,2024-09-01,15,82,16,14
89,9,866,6,2024-09-01,15,82,16,14
90,9,885,6,2024-09-01,15,82,16,14
91,10,905,6,2024-09-01,13,92,62,13
92,13,926,6,2024-09-01,13,92,65,12
93,15,945,6,2024-09-01,13,92,62,13
94,18,965,6,2024-09-01,13,92,62,13
95,19,985,6,2024-09-01,13,92,62,13
96,17,1005,6,2024-09-01,13,94,62,11
97,16,1026,6,2024-09-01,13,94,64,11
98,14,1046,6,2024-09-01,13,94,69,11
99,13,1066,6,2024-09-01,13,94,69,11
100,11,1086,6,2024-09-01,13,95,83,11
101,11,1105,6,2024-09-01,13,95,83,13
102,10,1125,6,2024-09-01,13,95,93,12
103,15,1146,6,2024-09-01,13,95,93,12
104,14,1166,6,2024-09-01,13,96,93,11
105,17,1185,6,2024-09-01,13,96,94,11
106,15,1205,6,2024-09-01,13,96,96,11
107,14,1225,6,2024-09-01,13,96,96,11
108,12,1245,6,2024-09-01,13,97,96,9
109,4,1265,6,2024-09-01,13,97,97,9
110,1,1285,6,2024-09-01,13,97,97,9
111,1,1306,6,2024-09-01,13,97,94,7
112,1,365,0,2024-09-02,17,92,65,10
113,2,386,0,2024-09-02,17,92,64,10
114,5,406,0,2024-09-02,17,93,71,10
115,9,425,0,2024-09-02,17,93,71,10
116,10,445,0,2024-09-02,17,93,75,10
117,13,465,0,2024-09-02,17,93,63,10
118,14,485,0,2024-09-02,17,92,77,10
119,15,505,0,2024-09-02,17,92,77,10
120,15,525,0,2024-09-02,17,92,85,10
121,14,545,0,2024-09-02,17,92,86,9
122,19,565,0,2024-09-02,17,92,90,11
123,20,585,0,2024-09-02,17,92,90,11
124,18,605,0,2024-09-02,17,92,93,11
125,17,625,0,2024-09-02,17,93,95,10
126,9,645,0,2024-09-02,17,93,95,10
127,8,666,0,2024-09-02,17,92,82,10
128,10,686,0,2024-09-02,17,91,64,9
129,10,705,0,2024-09-02,17,91,64,9
130,8,725,0,2024-09-02,17,91,69,8
131,8,745,0,2024-09-02,17,92,37,7
132,6,765,0,2024-09-02,17,92,37,7
133,7,786,0,2024-09-02,17,94,35,7
134,12,806,0,2024-09-02,17,94,35,7
135,6,825,0,2024-09-02,17,95,35,7
136,8,845,0,2024-09-02,17,93,38,7
137,8,865,0,2024-09-02,17,96,20,7
138,11,885,0,2024-09-02,17,96,24,7
139,13,905,0,2024-09-02,17,96,24,7
140,15,925,0,2024-09-02,9,92,70,10
141,17,945,0,2024-09-02,9,92,70,10
142,22,965,0,2024-09-02,9,92,70,10
143,22,985,0,2024-09-02,9,92,45,11
144,14,1005,0,2024-09-02,9,92,45,11
145,19,1025,0,2024-09-02,9,92,39,11
146,16,1045,0,2024-09-02,9,92,46,11
147,8,1065,0,2024-09-02,9,92,46,11
148,15,1085,0,2024-09-02,9,92,45,11
149,21,1106,0,2024-09-02,9,92,47,10
150,15,1125,0,2024-09-02,8,92,86,11
151,12,1146,0,2024-09-02,8,92,35,12
152,4,1166,0,2024-09-02,8,92,35,12
153,4,1185,0,2024-09-02,8,92,42,12
154,1,1205,0,2024-09-02,8,92,62,12
155,0,1225,0,2024-09-02,8,92,76,14
156,1,1246,0,2024-09-02,8,92,83,14
157,1,1266,0,2024-09-02,8,92,97,11
158,0,1285,0,2024-09-02,8,94,35,11
159,0,1305,0,2024-09-02,8,94,35,11
160,3,365,1,2024-09-03,18,76,22,14
161,5,385,1,2024-09-03,18,76,15,14
162,12,405,1,2024-09-03,18,76,22,14
163,18,425,1,2024-09-03,18,75,12,14
164,23,445,1,2024-09-03,18,74,12,14
165,25,466,1,2024-09-03,18,75,12,14
166,15,485,1,2024-09-03,18,75,15,14
167,16,505,1,2024-09-03,18,74,9,14
168,18,525,1,2024-09-03,18,74,15,14
169,14,545,1,2024-09-03,18,72,11,14
170,11,565,1,2024-09-03,17,72,12,14
171,14,585,1,2024-09-03,17,72,12,14
172,14,605,1,2024-09-03,17,71,12,14
173,19,625,1,2024-09-03,17,71,12,14
174,23,645,1,2024-09-03,18,69,10,15
175,16,665,1,2024-09-03,18,71,8,14
176,17,685,1,2024-09-03,18,71,8,14
177,19,705,1,2024-09-03,18,70,8,14
178,18,726,1,2024-09-03,18,70,8,14
179,23,745,1,2024-09-03,17,70,4,14
180,20,766,1,2024-09-03,17,70,4,14
181,15,785,1,2024-09-03,17,70,6,14
182,13,805,1,2024-09-03,17,71,3,14
183,5,825,1,2024-09-03,17,71,3,14
184,2,846,1,2024-09-03,18,71,2,15
185,0,865,1,2024-09-03,18,71,2,15
186,9,885,1,2024-09-03,18,71,8,15
187,6,906,1,2024-09-03,17,71,13,14
188,18,925,1,2024-09-03,17,71,13,14
189,15,945,1,2024-09-03,6,83,20,14
190,15,965,1,2024-09-03,6,83,20,14
191,15,986,1,2024-09-03,6,84,19,12
192,18,1005,1,2024-09-03,6,85,24,12
193,17,1025,1,2024-09-03,6,85,21,12
194,14,1045,1,2024-09-03,6,85,20,12
195,14,1065,1,2024-09-03,6,86,34,10
196,10,1085,1,2024-09-03,6,86,34,10
197,16,1106,1,2024-09-03,6,87,20,13
198,23,1125,1,2024-09-03,6,87,20,13
199,27,1145,1,2024-09-03,6,87,31,13
200,26,1165,1,2024-09-03,6,87,31,13
201,16,1185,1,2024-09-03,6,88,48,9
202,15,1206,1,2024-09-03,6,88,48,9
203,13,1225,1,2024-09-03,6,89,38,9
204,10,1246,1,2024-09-03,6,90,23,9
205,0,1266,1,2024-09-03,6,91,30,8
206,0,1286,1,2024-09-03,6,91,30,8
207,1,1305,1,2024-09-03,6,91,24,7
208,0,365,2,2024-09-04,16,82,24,14
209,0,385,2,2024-09-04,16,82,24,14
210,5,405,2,2024-09-04,16,82,24,13
211,12,426,2,2024-09-04,16,82,24,13
212,15,445,2,2024-09-04,16,81,24,13
213,21,465,2,2024-09-04,16,81,24,13
214,15,485,2,2024-09-04,16,80,24,13
215,12,505,2,2024-09-04,16,80,16,13
216,15,526,2,2024-09-04,16,80,24,13
217,10,546,2,2024-09-04,16,80,16,13
218,11,566,2,2024-09-04,16,80,16,13
219,15,585,2,2024-09-04,16,78,24,13
220,22,605,2,2024-09-04,15,78,16,13
221,15,625,2,2024-09-04,15,77,34,12
222,13,645,2,2024-09-04,16,77,33,13
223,22,665,2,2024-09-04,16,77,33,13
224,27,686,2,2024-09-04,15,79,17,12
225,27,705,2,2024-09-04,16,78,18,12
226,28,725,2,2024-09-04,15,77,12,12
227,25,745,2,2024-09-04,15,77,10,12
228,26,766,2,2024-09-04,15,78,10,11
229,20,785,2,2024-09-04,15,78,21,11
230,14,805,2,2024-09-04,15,83,13,12
231,10,825,2,2024-09-04,15,83,13,12
232,10,845,2,2024-09-04,15,82,9,12
233,10,865,2,2024-09-04,15,81,47,12
234,19,885,2,2024-09-04,15,81,47,12
235,16,905,2,2024-09-04,15,83,47,13
236,24,925,2,2024-09-04,11,89,31,14
237,22,945,2,2024-09-04,11,88,15,13
238,19,965,2,2024-09-04,11,88,15,13
239,21,985,2,2024-09-04,11,87,12,13
240,12,1005,2,2024-09-04,11,89,15,14
241,21,1025,2,2024-09-04,10,87,11,13
242,20,1045,2,2024-09-04,10,87,11,12
243,23,1065,2,2024-09-04,11,87,9,11
244,18,1086,2,2024-09-04,11,87,9,11
245,17,1105,2,2024-09-04,11,87,9,11
246,20,1125,2,2024-09-04,11,88,9,13
247,24,1145,2,2024-09-04,11,88,7,12
248,21,1165,2,2024-09-04,11,88,7,12
249,15,1186,2,2024-09-04,11,90,7,11
250,15,1205,2,2024-09-04,11,89,7,11
251,9,1225,2,2024-09-04,11,89,7,11
252,5,1245,2,2024-09-04,11,89,7,11
253,0,1265,2,2024-09-04,11,89,7,10
254,1,1285,2,2024-09-04,11,89,7,10
255,0,1305,2,2024-09-04,11,87,6,9
256,3,365,3,2024-09-05,18,78,6,17
257,3,385,3,2024-09-05,18,78,6,17
258,8,405,3,2024-09-05,18,78,5,17
259,10,425,3,2024-09-05,18,77,5,17
260,15,445,3,2024-09-05,18,77,5,17
261,15,465,3,2024-09-05,18,77,5,18
262,13,485,3,2024-09-05,18,77,5,18
263,10,505,3,2024-09-05,18,77,5,18
264,6,525,3,2024-09-05,18,77,5,18
265,6,545,3,2024-09-05,18,76,5,18
266,11,565,3,2024-09-05,18,75,5,18
267,13,585,3,2024-09-05,18,76,5,18
268,19,605,3,2024-09-05,18,75,5,17
269,19,625,3,2024-09-05,18,75,5,17
270,17,645,3,2024-09-05,18,75,5,17
271,15,665,3,2024-09-05,18,75,5,17
272,15,685,3,2024-09-05,18,74,3,17
273,12,705,3,2024-09-05,18,74,3,17
274,12,726,3,2024-09-05,18,74,3,17
276,12,745,3,2024-09-05,18,74,2,17
277,12,751,3,2024-09-05,18,74,3,17
278,12,765,3,2024-09-05,18,74,2,17
279,7,778,3,2024-09-05,18,75,2,17
280,7,785,3,2024-09-05,18,74,2,17
281,10,805,3,2024-09-05,18,74,2,17
282,14,825,3,2024-09-05,18,75,2,17
283,5,845,3,2024-09-05,18,74,2,17
284,10,865,3,2024-09-05,18,74,2,17
285,5,885,3,2024-09-05,19,73,2,15
286,8,905,3,2024-09-05,19,74,2,16
287,4,925,3,2024-09-05,14,85,9,16
288,2,946,3,2024-09-05,14,86,9,16
289,1,965,3,2024-09-05,14,87,9,16
290,4,986,3,2024-09-05,14,87,9,16
291,5,1005,3,2024-09-05,14,88,9,17
292,5,1025,3,2024-09-05,14,87,9,17
293,6,1046,3,2024-09-05,14,88,9,14
294,8,1066,3,2024-09-05,14,88,9,14
295,8,1085,3,2024-09-05,14,89,9,14
296,15,1105,3,2024-09-05,14,89,9,14
297,12,1125,3,2024-09-05,14,88,9,14
298,12,1145,3,2024-09-05,13,90,9,13
299,3,1165,3,2024-09-05,13,90,9,13
300,1,1185,3,2024-09-05,13,91,9,12
301,2,1205,3,2024-09-05,13,90,9,12
302,1,1225,3,2024-09-05,13,91,9,11
303,0,1246,3,2024-09-05,13,91,9,11
304,0,1265,3,2024-09-05,13,91,9,11
305,2,1285,3,2024-09-05,13,91,9,11
306,2,1306,3,2024-09-05,13,92,9,11
307,2,365,4,2024-09-06,19,86,7,14
308,0,385,4,2024-09-06,19,83,7,14
309,7,405,4,2024-09-06,19,84,7,14
310,14,425,4,2024-09-06,19,83,7,15
311,21,445,4,2024-09-06,19,83,7,15
312,22,465,4,2024-09-06,19,81,7,14
313,19,485,4,2024-09-06,20,80,7,14
314,14,505,4,2024-09-06,19,82,7,15
315,9,525,4,2024-09-06,19,82,7,15
316,12,545,4,2024-09-06,19,80,7,14
317,16,565,4,2024-09-06,19,82,7,15
318,21,585,4,2024-09-06,19,82,7,15
319,20,605,4,2024-09-06,19,82,7,15
320,17,625,4,2024-09-06,19,79,7,14
321,19,645,4,2024-09-06,18,79,7,14
322,19,665,4,2024-09-06,18,80,7,14
323,18,685,4,2024-09-06,18,80,7,14
325,17,705,4,2024-09-06,18,80,4,14
326,30,725,4,2024-09-06,18,79,3,13
327,32,745,4,2024-09-06,18,81,3,15
328,32,765,4,2024-09-06,18,80,3,13
329,32,785,4,2024-09-06,18,80,3,13
330,26,805,4,2024-09-06,19,79,3,15
331,22,825,4,2024-09-06,18,80,3,15
332,14,845,4,2024-09-06,19,80,3,17
333,9,865,4,2024-09-06,19,79,3,16
334,14,885,4,2024-09-06,19,79,3,16
335,15,905,4,2024-09-06,12,91,21,15
336,23,926,4,2024-09-06,19,79,3,16
337,22,945,4,2024-09-06,12,90,19,13
338,23,965,4,2024-09-06,12,90,19,13
339,22,985,4,2024-09-06,12,93,22,14
340,17,1006,4,2024-09-06,12,94,21,13
341,19,1025,4,2024-09-06,12,94,21,13
342,20,1045,4,2024-09-06,12,94,21,12
343,16,1065,4,2024-09-06,12,94,21,12
344,14,1085,4,2024-09-06,12,94,21,12
345,9,1106,4,2024-09-06,12,94,21,12
346,6,1125,4,2024-09-06,12,94,16,11
347,5,1145,4,2024-09-06,12,94,11,10
348,0,1165,4,2024-09-06,12,95,16,11
349,1,1185,4,2024-09-06,12,96,16,10
350,4,1205,4,2024-09-06,12,96,16,10
351,0,1226,4,2024-09-06,12,95,12,10
352,0,1245,4,2024-09-06,12,95,12,10
353,0,1265,4,2024-09-06,12,96,16,8
354,0,1286,4,2024-09-06,12,96,16,8
355,0,1305,4,2024-09-06,12,97,16,8
356,3,365,5,2024-09-07,18,90,8,10
357,3,385,5,2024-09-07,18,91,8,10
358,2,405,5,2024-09-07,18,90,8,10
359,2,425,5,2024-09-07,18,90,8,10
360,2,445,5,2024-09-07,18,90,8,10
361,3,465,5,2024-09-07,18,90,8,10
362,3,485,5,2024-09-07,18,89,8,10
363,6,505,5,2024-09-07,18,88,8,10
364,13,525,5,2024-09-07,19,88,8,10
365,15,545,5,2024-09-07,18,89,8,10
366,15,566,5,2024-09-07,18,87,8,10
367,14,585,5,2024-09-07,18,88,8,10
368,12,605,5,2024-09-07,18,88,8,10
369,11,625,5,2024-09-07,19,89,8,9
370,17,645,5,2024-09-07,18,89,8,9
371,21,665,5,2024-09-07,18,89,8,9
372,25,686,5,2024-09-07,18,89,8,9
373,27,705,5,2024-09-07,18,89,8,9
374,21,725,5,2024-09-07,18,89,30,9
375,12,745,5,2024-09-07,19,88,3,8
376,15,765,5,2024-09-07,19,88,3,8
377,15,786,5,2024-09-07,19,88,3,8
378,16,805,5,2024-09-07,18,89,3,7
379,10,825,5,2024-09-07,18,89,3,7
380,11,845,5,2024-09-07,18,89,3,7
381,13,865,5,2024-09-07,17,89,3,7
382,15,885,5,2024-09-07,17,88,3,6
383,18,906,5,2024-09-07,17,88,3,6
384,31,925,5,2024-09-07,13,95,24,6
385,28,945,5,2024-09-07,13,95,24,6
386,32,966,5,2024-09-07,13,95,24,6
387,25,985,5,2024-09-07,13,94,16,6
388,18,1005,5,2024-09-07,13,95,21,6
389,22,1025,5,2024-09-07,13,96,24,6
390,24,1046,5,2024-09-07,13,95,20,5
391,25,1065,5,2024-09-07,13,96,24,5
392,22,1086,5,2024-09-07,13,96,24,5
393,23,1105,5,2024-09-07,13,96,24,10
394,29,1125,5,2024-09-07,13,96,24,10
395,23,1145,5,2024-09-07,13,97,24,7
396,21,1165,5,2024-09-07,13,96,24,9
397,23,1186,5,2024-09-07,13,96,24,9
398,27,1205,5,2024-09-07,13,97,24,6
399,16,1225,5,2024-09-07,12,97,24,4
400,12,1245,5,2024-09-07,13,97,22,4
401,0,1265,5,2024-09-07,12,99,23,4
402,0,1285,5,2024-09-07,13,98,22,4
403,0,1305,5,2024-09-07,12,99,23,4
